Property Address,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Submarket Cluster,City,State,Zip,County Name,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,Floodplain Area,Number Of Stories,Latitude,Longitude
251 E 33rd St,17500,8638,$42.79 - 52.30 (Est.),Medical,New York,Murray Hill,Midtown,New York,NY,10016-4804,Manhattan,N,5/11/2017,"8,250,000",50.64,1920,,2959,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.744509,-73.976666
315 W 35th St,75000,28175,$33.92 - 41.46 (Est.),Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-1704,Manhattan,Y,9/17/2015,"43,000,000",62.43,1927,,3938,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7533,-73.993573
53 W 36th St,78582,21706,$37.04 - 45.27 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7903,Manhattan,N,10/27/2016,"54,000,000",72.38,1934,,4879,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.750859,-73.985846
49 W 37th St,140898,25000,$33.50 - 40.94 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6216,Manhattan,N,,,84.39,1925,,7828,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,18,40.75153,-73.9855857
29 W 38th St,92739,34318,$34.17 - 41.76 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5504,Manhattan,N,,,63.00,1912,2012,5796,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7518478,-73.984253
256 W 38th St,117431,29556,$31.37 - 38.34 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5807,Manhattan,Y,11/6/2017,"63,300,000",74.83,1924,2014,8388,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,14,40.7541667,-73.9908642
25 W 39th St,205000,57763,$48.63 - 59.43 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3805,Manhattan,N,7/16/2007,,75.28,1907,2002,12908,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,16,40.7524742,-73.9838686
32 W 39th St,87072,67781,$34.81 - 42.55 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3810,Manhattan,Y,1/12/2004,"9,775,471",0.00,1925,1989,4792,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7521317,-73.9840394
45 W 45th St,108929,32225,$40.78 - 49.84 (Est.),,New York,Times Square,Midtown,New York,NY,10036-4602,Manhattan,N,10/9/2019,"126,000,000",84.81,1923,2018,6808,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7563255,-73.9811971
318-320 W 46th St,25000,4250,$40.84 - 49.91 (Est.),Office Building,New York,Times Square,Midtown,New York,NY,10036,Manhattan,N,,,83.00,1928,,4051,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.759973,-73.988917
22 E 49th St,19500,7500,$44.14 - 53.95 (Est.),Medical,New York,Plaza District,Midtown,New York,NY,10017-1025,Manhattan,N,,,74.36,1930,,2500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.7571841,-73.9765753
438 W 51st St,36000,13027,$50.66 - 61.92 (Est.),Medical,New York,Columbus Circle,Midtown,New York,NY,10019-6503,Manhattan,Y,5/22/2015,"15,000,000",63.81,1910,,6004,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.764592,-73.990326
127 E 56th St,10571,4800,$55.29 - 67.58 (Est.),,New York,Plaza District,Midtown,New York,NY,10022,Manhattan,N,,,54.59,1915,,1762,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7606318,-73.9700317
243 E 58th St,5308,4000,$49.23 - 60.17 (Est.),,New York,Plaza District,Midtown,New York,NY,10022,Manhattan,Y,9/22/2021,"4,690,000",0.00,1912,2018,1327,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,4,40.760334,-73.9651472
30 E 60th St,150834,42619,$49.81 - 60.88 (Est.),Medical,New York,Plaza District,Midtown,New York,NY,10022-1008,Manhattan,N,,,74.23,1917,,7800,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,26,40.7637409,-73.9701793
571 W 183rd St,3379,,$38.69 - 47.29 (Est.),Office/Residential,New York,Harlem/North Manhattan,Uptown,New York,NY,10033-8627,Manhattan,Y,,,5.30,1998,,906,,,09/05/2007,3604970081F,360497,0081F,100-year and 500-year Floodplain,3,40.8504647,-73.9321674
875 Avenue of the Americas,265000,75227,$38.06 - 46.52 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3507,Manhattan,N,6/30/2023,"92,500,000",84.87,1926,,10019,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,26,40.748192,-73.989335
89 Bowery,23019,,$47.53 - 58.09 (Est.),Industrial Live/Work Unit,New York,Soho,Midtown South,New York,NY,10002-4928,Manhattan,Y,,,35.59,2018,,3300,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,8,40.7169625,-73.9952759
135 Bowery,21308,7842,$48.27 - 59.00 (Est.),,New York,Soho,Midtown South,New York,NY,10002-4961,Manhattan,N,8/29/2018,"24,250,000",70.97,2015,,2720,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,8,40.7186599,-73.994337
408-410 Broadway,82346,85576,$42.58 - 52.04 (Est.),Loft/Creative Space,New York,City Hall,Downtown,New York,NY,10013-3699,Manhattan,N,5/3/2011,"28,700,000",3.70,1915,2008,10158,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,5,40.7188716,-74.0019295
561 Broadway,55366,,$42.31 - 51.71 (Est.),Office Live/Work Unit,New York,Soho,Midtown South,New York,NY,10012,Manhattan,Y,,,75.30,1904,,9541,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7241929,-73.99827
611 Broadway,340055,340055,$51.49 - 62.94 (Est.),,New York,Greenwich Village,Midtown South,New York,NY,10012-2608,Manhattan,N,,,0.00,1894,,25400,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.725878,-73.996863
860 Broadway,89407,33065,$55.09 - 67.34 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-1228,Manhattan,N,,,78.47,1926,,13815,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.737286,-73.989864
11-15 E Broadway,56476,17345,$43.39 - 53.03 (Est.),Office Building,New York,City Hall,Downtown,New York,NY,10038-1013,Manhattan,Y,5/26/2004,,51.49,1991,,3648,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,15,40.713148,-73.997399
243 Canal St,28370,9900,$44.94 - 54.92 (Est.),,New York,Soho,Midtown South,New York,NY,10013,Manhattan,N,5/4/2016,"25,000,000",82.55,1915,2018,3616,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,6,40.7184516,-74.0000107
202 Centre St,42350,23800,$41.82 - 51.11 (Est.),,New York,Soho,Midtown South,New York,NY,10013-3613,Manhattan,N,10/21/1998,"2,400,000",43.80,1912,,5294,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.718758,-73.998938
78 Crosby St,33500,6350,$53.51 - 65.40 (Est.),,New York,Soho,Midtown South,New York,NY,10012,Manhattan,Y,,,81.04,1867,,6098,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7230802,-73.9978208
168 East 80th St,12797,12400,$28.96 - 35.39 (Est.),Medical,New York,Upper East Side,Uptown,New York,NY,10075-0448,Manhattan,Y,,,3.10,1920,,2133,,,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,6,40.7751783,-73.957758
500 Eighth Ave,280000,89558,$43.56 - 53.24 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6504,Manhattan,N,,,68.02,1922,,21000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7530292,-73.9924074
85 Fifth Ave,119936,21592,$50.06 - 61.19 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-3019,Manhattan,Y,,,74.91,1901,1979,7840,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,14,40.7373401,-73.9922666
245 Fifth Ave,315000,176830,$61.94 - 75.71 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10016-8728,Manhattan,N,5/19/2023,,60.81,1927,2002,13627,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,25,40.744309,-73.987077
433 Fifth Ave,16988,3000,$34.84 - 42.58 (Est.),,New York,Grand Central,Midtown,New York,NY,10016-2207,Manhattan,N,11/5/1997,"2,910,000",82.34,1906,,2831,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7511936,-73.9822453
587 Fifth Ave,44116,13500,$44.47 - 54.35 (Est.),,New York,Plaza District,Midtown,New York,NY,10017-1921,Manhattan,N,1/29/2003,"5,250,000",69.40,1920,,3300,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,10,40.756899,-73.978047
325 Hudson St,241000,106826,$50.80 - 62.09 (Est.),Telecom Hotel/Data Hosting,New York,Hudson Square,Midtown South,New York,NY,10013-1005,Manhattan,N,5/20/2021,"135,000,000",65.54,1967,2007,16806,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,10,40.726848,-74.00788
96-104 Lafayette St,55400,14500,$47.16 - 57.64 (Est.),Loft/Creative Space,New York,City Hall,Downtown,New York,NY,10013-4400,Manhattan,N,1/15/1999,"6,598,500",73.83,1910,2002,7843,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,8,40.717849,-74.001412
205 Lexington Ave,123325,36607,$39.46 - 48.23 (Est.),,New York,Murray Hill,Midtown,New York,NY,10016-6022,Manhattan,N,8/18/1998,"11,095,866",76.97,1964,,8000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,19,40.7451844,-73.9802068
130 Madison Ave,19200,9600,$41.49 - 50.71 (Est.),Medical,New York,Murray Hill,Midtown,New York,NY,10016-7038,Manhattan,Y,11/28/2016,"14,500,000",49.99,1903,,3049,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7457839,-73.984717
270 Madison Ave,217317,89088,$43.62 - 53.31 (Est.),Office Building,New York,Grand Central,Midtown,New York,NY,10016-0601,Manhattan,N,3/1/2004,"64,000,000",59.01,1923,2004,11438,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,19,40.7512726,-73.9808538
271 Madison Ave,111500,34849,$39.36 - 48.10 (Est.),,New York,Grand Central,Midtown,New York,NY,10016-1001,Manhattan,N,,,71.72,1927,,5783,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,22,40.7510813,-73.9802097
75 Maiden Ln,172040,87504,$33.14 - 40.51 (Est.),,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,,,54.87,1921,2019,15681,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,12,40.707766,-74.00737
83 Maiden Ln,176282,56000,$37.81 - 46.22 (Est.),,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,3/28/2005,"33,000,000",68.23,1958,,11500,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,13,40.707509,-74.007366
401 Park Ave S,250000,111400,$52.31 - 63.93 (Est.),Office Live/Work Unit,New York,Gramercy Park,Midtown South,New York,NY,10016-8808,Manhattan,N,,,83.12,1910,,18295,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.742985,-73.9837608
345 Seventh Ave,191000,61734,$40.76 - 49.81 (Est.),Office Building,New York,Chelsea,Midtown South,New York,NY,10001-5006,Manhattan,N,9/2/2021,"90,639,645",80.35,1928,,7640,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,25,40.7480396,-73.9923494
483 Tenth Ave,85442,13373,$36.11 - 44.13 (Est.),Medical,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-1118,Manhattan,N,,,84.35,1890,2009,14240,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7564437,-73.9982577
1 Union Sq W,57000,22152,$53.66 - 65.59 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003,Manhattan,N,,,85.00,1890,,4000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,9,40.7355289,-73.9919116
37 Union Sq W,20000,8400,$55.16 - 67.42 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-3217,Manhattan,Y,,,0.00,1921,,4000,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.736962,-73.990786
156 William St,252000,75256,$39.35 - 48.10 (Est.),Medical,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,12/20/2013,,70.14,1955,,20000,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,12,40.7099467,-74.0058261
566 7th Ave,50000,19884,$45.00,,New York,Times Square,Midtown,New York,NY,10018-1802,Manhattan,N,,,60.23,1923,,5000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,9,40.7551618,-73.987903
426 W 14th St,21000,6424,$62.00,,New York,Chelsea,Midtown South,New York,NY,10014-1002,Manhattan,N,,,69.41,1908,2013,3500,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,6,40.7412482,-74.0068635
155 W 19th St,24000,4364,$45.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10011-4121,Manhattan,N,,,81.82,1910,,4000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.741522,-73.996653
44 W 24th St,69823,11000,$43.64,Office/Residential,New York,Chelsea,Midtown South,New York,NY,10010-3201,Manhattan,Y,,,68.49,1905,1989,6982,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,10,40.743015,-73.991582
138 W 25th St,104000,28000,$44.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-7405,Manhattan,N,,,73.08,1911,,8000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.744773,-73.993626
104 W 27th St,95000,19694,$36.00 - 48.00,Office Building,New York,Chelsea,Midtown South,New York,NY,10001-6210,Manhattan,N,4/15/1997,"3,330,000",79.27,1909,,7882,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.74555,-73.991649
115-117 W 27th St,57500,18000,$39.00 - 42.00,Office Building,New York,Chelsea,Midtown South,New York,NY,10001-6217,Manhattan,N,,,68.70,1910,,6000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.745934,-73.991685
43 W 29th St,9000,4000,$29.00 - 30.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001,Manhattan,N,,,55.56,1920,,2000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7465095,-73.9893028
135-139 W 29th St,70862,25375,$45.00 - 55.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5104,Manhattan,N,3/25/2021,"34,500,000",64.19,1928,2000,5905,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7473759,-73.9914397
158 W 29th St,68410,22729,$34.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5300,Manhattan,N,,,74.79,1912,,5480,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7474699,-73.9924452
247 W 30th St,70200,13740,$25.00 - 27.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-2824,Manhattan,N,12/31/2013,"31,750,000",80.43,1926,1988,3500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,16,40.749389,-73.994093
1 W 34th St,75000,18463,$48.00 - 54.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3011,Manhattan,N,3/27/2002,"15,649,177",75.38,1903,,5300,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7488868,-73.9849887
15 W 34th St,58000,20266,$30.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3015,Manhattan,Y,5/15/2001,"15,500,000",49.77,1907,1983,7250,0.02,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.7492414,-73.9856413
19 W 34th St,205000,91063,$52.00,Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3006,Manhattan,N,,,81.34,1940,2007,14643,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,14,40.749363,-73.9857083
29 W 36th St,91990,18241,$35.00 - 173.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7907,Manhattan,N,5/15/2008,"29,000,000",80.17,1920,,6750,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.750515,-73.985095
108 W 39th St,105000,56389,$45.00 - 49.00,Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,,,69.54,1928,,7350,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7530423,-73.9862218
234 W 39th St,91943,38733,$29.00 - 85.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-4412,Manhattan,N,6/3/2019,"56,500,000",57.87,1945,,6470,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,10,40.7545152,-73.9899007
218-232 W 40th St,194180,76300,$36.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-1509,Manhattan,N,11/29/2004,"46,200,000",67.86,1923,2002,13126,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7550161,-73.989085
321 W 44th St,246000,53522,$49.00 - 52.00,,New York,Times Square,Midtown,New York,NY,10036-5404,Manhattan,N,12/20/2018,"152,500,000",78.24,1931,2013,22500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,10,40.759181,-73.989805
2 W 45th St,108346,30789,$49.00,Office Live/Work Unit,New York,Times Square,Midtown,New York,NY,10036-4212,Manhattan,N,,,81.80,1910,,5775,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,18,40.755467,-73.9802306
6 E 46th St,29000,8498,$36.00,Loft/Creative Space,New York,Grand Central,Midtown,New York,NY,10017-2432,Manhattan,N,11/2/2001,"2,000,000",70.70,1930,,4757,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.7555825,-73.978438
12 E 46th St,43203,10472,$42.00,,New York,Grand Central,Midtown,New York,NY,10017-2418,Manhattan,N,1/18/2006,"13,500,000",75.76,1915,,4700,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,8,40.755475,-73.9782327
20 E 46th St,120000,21539,$52.00,Medical,New York,Grand Central,Midtown,New York,NY,10017-2417,Manhattan,N,6/21/2016,"27,700,000",83.41,1958,,4566,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,15,40.7553715,-73.9779626
5 E 47th St,17500,15000,$39.00 - 45.00,Medical,New York,Plaza District,Midtown,New York,NY,10017,Manhattan,N,9/1/2015,"18,300,000",14.29,1920,1984,3000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.7565583,-73.9777705
16 E 48th St,14024,7500,$35.00 - 45.00,,New York,Plaza District,Midtown,New York,NY,10017-1017,Manhattan,N,6/1/1998,"2,350,000",46.52,1928,,2500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.7566482,-73.9772001
16 E 52nd St,100000,19965,$42.00 - 44.00,,New York,Plaza District,Midtown,New York,NY,10022-5306,Manhattan,N,,,80.04,1926,,6250,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7591878,-73.9752619
162 E 78th St,9330,4894,$75.00,Medical,New York,Upper East Side,Uptown,New York,NY,10075,Manhattan,N,1/21/2016,"17,350,000",81.05,1926,2008,1333,0.00,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,7,40.7738833,-73.9588565
55 W 125th St,218281,41019,$53.00,Office Live/Work Unit,New York,Harlem/North Manhattan,Uptown,New York,NY,10027-4516,Manhattan,N,6/26/2015,"80,367,253",81.21,1974,1998,14872,0.34,Multi,09/05/2007,3604970087F,360497,0087F,100-year and 500-year Floodplain,14,40.8075352,-73.9441483
215 W 125th St,170841,53813,$53.00,Office Building,New York,Harlem/North Manhattan,Uptown,New York,NY,10027-4426,Manhattan,N,6/26/2015,"49,456,952",71.03,1971,2001,26988,,Multi,09/05/2007,3604970087F,360497,0087F,100-year and 500-year Floodplain,6,40.8097093,-73.9489856
456 W 167th St,5322,886,$54.17,,New York,Harlem/North Manhattan,Uptown,New York,NY,10032-4312,Manhattan,N,,,83.35,2014,,887,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,6,40.8387423,-73.9369417
2 Allen St,35112,3458,$72.87,Medical,New York,Soho,Midtown South,New York,NY,10002-5302,Manhattan,Y,,,75.91,2011,,5016,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,7,40.7146078,-73.9923081
